Organization Name,CID,Column1,Program,Region,Company Website,Address,Address2,Address3,City,State,Zip
Duran Mesa LLC,C010966,"1088 Sansome Street, San Francisco, CA 94111",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Western,www.patternenergy.com,1088 Sansome Street,,,San Francisco,CA,94111
"DV Trading, LLC",C008785,"216 West Jackson Blvd. 3rd Floor, Chicago, IL 60606",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.dvtrading.co,216 West Jackson Blvd.,3rd Floor,,Chicago,IL,60606
"DWW Solar II, LLC",C010345,"1166 Avenue of the Americas 3rd Floor, New York, NY 10036",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,deshaw.com,1166 Avenue of the Americas,3rd Floor,,New York,NY,10036
"Dynegy Conesville, LLC",C003064,"601 Travis Street Suite 1400, Houston, TX 77002",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.dynegy.com,601 Travis Street,Suite 1400,,Houston,TX,77002
"Dynegy Killen, LLC",C003067,"Vistra Energy 6555 Sierra Drive, Irving, TX 75039",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.vistraenergy.com,Vistra Energy,6555 Sierra Drive,,Irving,TX,75039
"Dynegy Midwest Generation, LLC",C000723,"Vistra Corp. 6555 Sierra Drive, Irving, TX 75039",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Western,www.vistracorp.com,Vistra Corp.,6555 Sierra Drive,,Irving,TX,75039
"Dynegy Stuart, LLC",C003063,"Vistra Energy 6555 Sierra Drive, Irving, TX 75039",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.vistraenergy.com,Vistra Energy,6555 Sierra Drive,,Irving,TX,75039
"Eagle Creek Racine Hydro, LLC",C010888,"7315 Wisconsin Ave Suite 1100W, Bethesda, MD 20814",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Western,www.eaglecreekre.com,7315 Wisconsin Ave,Suite 1100W,,Bethesda,MD,20814
"Eagle Creek Reusens Hydro, LLC",C011134,"7315 Wisconsin Ave Suite 1100W, Bethesda, MD 20814",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.eaglecreekre.com,7315 Wisconsin Ave,Suite 1100W,,Bethesda,MD,20814
Eagle Point Power Generation LLC,C001851,"24 Waterway Avenue Suite 400, The Woodlands, TX 77380",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.rocklandcapital.com,24 Waterway Avenue,Suite 400,,The Woodlands,TX,77380
"EAM Nelson Holding, LLC",C002523,"20 Greenway Plaza, Suite 850, Houston, TX 77046",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.entergy.com,"20 Greenway Plaza, Suite 850",,,Houston,TX,77046
"East Hampton Energy Storage Center, LLC",C008952,"700 Universe Blvd., Juno Beach, FL 33408",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.nexteraenergyresources.com,700 Universe Blvd.,,,Juno Beach,FL,33408
"East Kentucky Power Cooperative, Inc.",C002036,"4775 Lexington Road P.O. Box 707, Winchester, KY 40391",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.ekpc.coop,4775 Lexington Road,P.O. Box 707,,Winchester,KY,40391
"East Point Energy Center, LLC",C011449,"801 Pennsylvania Ave., NW Suite 220, Washington, DC 20004",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.nexteraenergyresources.com,"801 Pennsylvania Ave., NW",Suite 220,,Washington,DC,20004
"East Ridge Transmission, LLC",C005144,"4445 W. 77th Street, Suite, Edina, MN 55435",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.jcp-law.com,"4445 W. 77th Street, Suite",,,Edina,MN,55435
"East Texas Electric Cooperative, Inc.",C011542,"2905 Westward Drive, Nacogdoches, TX 75963",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.etec.coop,2905 Westward Drive,,,Nacogdoches,TX,75963
"Edwards Solar Line I, LLC",C010951,"437 Madison Avenue 22nd Floor, Suite A, New York, NY 10022",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Western,www.terra-gen.com,437 Madison Avenue,"22nd Floor, Suite A",,New York,NY,10022
EF Oxnard LLC,C010756,"550 Diaz Avenue, Oxnard, CA 93030",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Western,www.atlanticpower.com,550 Diaz Avenue,,,Oxnard,CA,93030
"Eight Point Wind, LLC",C011625,"700 Universe Blvd., Juno Beach, FL 33408",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.nexteraenergyresources.com,700 Universe Blvd.,,,Juno Beach,FL,33408
"EIP Investment, LLC",C011504,"65 Dunkirk Avenue, Worcester, MA 06104",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,https://corp.sec.state.ma.us,65 Dunkirk Avenue,,,Worcester,MA,06104
"EL Investment Company, LLC",C000848,"446 North Blvd, Baton Rouge, LA 70802",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.entergy.com,446 North Blvd,,,Baton Rouge,LA,70802
El Paso Electric Company,C000465,"100 North Stanton Street, El Paso, TX 79901",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Western,www.epelectric.com,100 North Stanton Street,,,El Paso,TX,79901
"Electric Energy, Inc.",C002079,"Vistra Corp. 6555 Sierra Drive, Irving, TX 75039",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.vistracorp.com,Vistra Corp.,6555 Sierra Drive,,Irving,TX,75039
"Electric Reliability Council of Texas, Inc.",C011371,"8000 Metropolis Dr., Bldg. E, Suite 100, Austin, TX 78744",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.ercot.com,"8000 Metropolis Dr., Bldg. E, Suite 100",,,Austin,TX,78744
Electric Utility U.S.A.,C000577,"888 First Street NE, Washington, DC 20014",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.ferc.gov,888 First Street NE,,,Washington,DC,20014
Electric Utility U.S.A.,C000578,"888 First St NE, Washington, DC 20426",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.ferc.gov,888 First St NE,,,Washington,DC,20426
"Electrical District No. 3 of the County of Pinal, State of Arizona",C012063,"41630 W. Louis Johnson Dr., Maricopa, AZ 85138",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Western,https://www.ed3online.org/,41630 W. Louis Johnson Dr.,,,Maricopa,AZ,85138
"Electricity NH, LLC",C003320,"12140 Wickchester Lane STE 100, Houston, TX 77079",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.electricitynh.com,12140 Wickchester Lane,STE 100,,Houston,TX,77079
"Elgin Energy Center, LLC",C003876,"13860 Ballantyne Corporate Place Suite 300, Charlotte, NC 28277",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.cogentrix.com,13860 Ballantyne Corporate Place,Suite 300,,Charlotte,NC,28277
"Elk City Renewables II, LLC",C008879,"700 Universe Blvd., Juno Beach, FL 33408",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.nexteraenergyresources.com,700 Universe Blvd.,,,Juno Beach,FL,33408
"Elk City Wind, LLC",C000573,"801 Pennsylvania Ave., N.W. Suite 220, Washington, DC 20004",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Western,www.nexteraenergyresources.com,"801 Pennsylvania Ave., N.W.",Suite 220,,Washington,DC,20004
"Elk Hill Solar 1, LLC",C011313,"400 Montgomery Street 8th floor, San Francisco, CA 94104",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Western,www.lightsourcebp.com,400 Montgomery Street,8th floor,,San Francisco,CA,94104
"Elk Hill Solar 2, LLC",C010958,"400 Montgomery Street, San Francisco, CA 94104",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Western,https://www.lightsourcebp.com/,400 Montgomery Street,,,San Francisco,CA,94104
"Elora Solar, LLC",C010920,"700 Universe Blvd., Juno Beach, FL 33408",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.nexteraenergyresources.com,700 Universe Blvd.,,,Juno Beach,FL,33408
Elwood Energy LLC,C000285,"24391 South Patterson Road, Elwood, IL 60421",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Western,www.jpowerusa.com,24391 South Patterson Road,,,Elwood,IL,60421
"Emmons-Logan Wind Interconnection, LLC",C010414,"700 Universe Blvd., Juno Beach, FL 33408",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.nexteraenergyresources.com,700 Universe Blvd.,,,Juno Beach,FL,33408
"Emmons-Logan Wind, LLC",C010313,"700 Universe Blvd., Juno Beach, FL 33408",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.nexteraenergyresources.com,700 Universe Blvd.,,,Juno Beach,FL,33408
"Endeavor Wind I, LLC",C010217,"700 Universe Blvd., Juno Beach, FL 33408",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.nexteraenergyresources.com,700 Universe Blvd.,,,Juno Beach,FL,33408
"Endeavor Wind II, LLC",C010218,"700 Universe Blvd., Juno Beach, FL 33408",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.nexteraenergyresources.com,700 Universe Blvd.,,,Juno Beach,FL,33408
"Energia Sierra Juarez U.S. Transmission, LLC",C004574,"c/o Sempra U.S. Gas & Power, LLC 488 8th Avenue, San Diego, CA 92101",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Western,www.sempra.com,"c/o Sempra U.S. Gas & Power, LLC",488 8th Avenue,,San Diego,CA,92101
"Energy Extraction Partners, LLC",C003167,"8520 spruce mountian rd suite 104, larkspur, CO 80118",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Western,www.eep-ces.com,8520 spruce mountian rd suite 104,,,larkspur,CO,80118
Energy Harbor Generation LLC,C000321,"168 E. Market Street, Akron, OH 44308",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.energyharbor.com,168 E. Market Street,,,Akron,OH,44308
Energy Harbor LLC,C000320,"6555 Sierra Drive, Irving, TX 75039",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.vistracorp.com,6555 Sierra Drive,,,Irving,TX,75039
Energy Harbor Nuclear Generation LLC,C000323,"6555 Sierra Drive, Irving, TX 75039",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.vistracorp.com,6555 Sierra Drive,,,Irving,TX,75039
EnerSmart El Cajon BESS LLC,C011147,"400 S. Sierra Ave STE 100, Solana Beach, CA 92075",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Western,www.enersmartstorage.com,400 S. Sierra Ave,STE 100,,Solana Beach,CA,92075
EnerSmart Imperial Beach BESS LLC,C011698,"8910 University Lane Suite 400, San Diego, CA 92122",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Western,www.enersmartstorage.com,8910 University Lane,Suite 400,,San Diego,CA,92122
EnerSmart Los Coches BESS LLC,C011951,"8910 University Center Lane STE 400, San Diego, CA 92122",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Western,www.enersmartstorage.com,8910 University Center Lane,STE 400,,San Diego,CA,92122
EnerSmart Mesa Heights BESS LLC,C011697,"8910 University Lane Suite 400, San Diego, CA 92122",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Western,www.enersmartstorage.com,8910 University Lane,Suite 400,,San Diego,CA,92122
"Ensign Wind Energy, LLC",C011026,"700 Universe Blvd., Juno Beach, FL 33408",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.nexteraenergyresources.com,700 Universe Blvd.,,,Juno Beach,FL,33408
"Ensign Wind, LLC",C003112,"801 Pennsylvania Ave., NW Suite 220, Washington, DC 20004",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.nexteraenergyresources.com,"801 Pennsylvania Ave., NW",Suite 220,,Washington,DC,20004
"Entergy Arkansas, Inc.",C000776,"425 West Capitol Ave, Little Rock, AR 72201",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.entergy.com,425 West Capitol Ave,,,Little Rock,AR,72201
"Entergy Arkansas, LLC",C008998,"425 West Capitol Ave, Little Rock, AR 72201",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.entergy.com,425 West Capitol Ave,,,Little Rock,AR,72201
"Entergy Enterprises, Inc.",C011369,"2107 Research Forest Drive 3rd Floor, The Woodlands, TX 77380",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.entergy.com,2107 Research Forest Drive,3rd Floor,,The Woodlands,TX,77380
"Entergy Gulf States Louisiana, L.L.C.",C000847,"446 North Blvd, Baton Rouge, LA 70802",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.entergy.com,446 North Blvd,,,Baton Rouge,LA,70802
"Entergy Louisiana Power, LLC",C004750,"446 North Boulevard, Baton Rouge, LA 70802",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.entergy.com,446 North Boulevard,,,Baton Rouge,LA,70802
"Entergy Louisiana, LLC",C004995,"4809 Jefferson Highway, Jefferson, LA 70121",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.entergy.com,4809 Jefferson Highway,,,Jefferson,LA,70121
"Entergy Mississippi, Inc.",C000849,"308 East Pearl Street, Jackson, MS 39201",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.entergy.com,308 East Pearl Street,,,Jackson,MS,39201
"Entergy Mississippi, LLC",C008999,"308 East Pearl Street, Jackson, MS 39201",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.entergy.com,308 East Pearl Street,,,Jackson,MS,39201
"Entergy New Orleans, Inc.",C000850,"1600 Perdido Street, New Orleans, LA 70112",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.entergy.com,1600 Perdido Street,,,New Orleans,LA,70112
"Entergy New Orleans, LLC",C007667,"1600 Perdido Street, New Orleans, LA 70112",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.entergy.com,1600 Perdido Street,,,New Orleans,LA,70112
"Entergy Nuclear Operations, Inc.",C004283,"2001 Timberlock Place 2nd Floor, The Woodlands, TX 77380",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.entergy.com,2001 Timberlock Place,2nd Floor,,The Woodlands,TX,77380
"Entergy Operations, Inc.",C011368,"1340 Echelon Parkway, Jackson, MS 39213",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.entergy.com,1340 Echelon Parkway,,,Jackson,MS,39213
"Entergy Power, LLC",C000861,"20 Greenway Plaza Suite 500, Houston, TX 77046",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.entergy.com,20 Greenway Plaza,Suite 500,,Houston,TX,77046
"Entergy Services, LLC",C002146,"639 Loyola Avenue, New Orleans, LA 70113",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.entergy.com,639 Loyola Avenue,,,New Orleans,LA,70113
"Entergy Texas, Inc.",C000851,"350 Pine Street, Beaumont, TX 77701",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.entergy.com,350 Pine Street,,,Beaumont,TX,77701
"Erie Wind, LLC",C002862,"200 Liberty Street 14th Floor, New York, NY 10281",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Western,www.terraform.com,200 Liberty Street,14th Floor,,New York,NY,10281
Eugene Water and Electric Board,C011491,"4200 Roosevelt Blvd, Eugene, OR 97402",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Western,https://www.eweb.org,4200 Roosevelt Blvd,,,Eugene,OR,97402
"Evergreen Gen Lead, LLC",C004637,"200 Liberty Street 14th Floor, New York, NY 10281",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Western,www.terraform.com,200 Liberty Street,14th Floor,,New York,NY,10281
"Evergy Generating, Inc.",C003435,"818 S. Kansas Avenue, Topeka, KS 66612",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.evergy.com,818 S. Kansas Avenue,,,Topeka,KS,66612
"Evergy Kansas Central, Inc.",C000772,"818 S. Kansas Ave., Topeka, KS 66612",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.evergy.com,818 S. Kansas Ave.,,,Topeka,KS,66612
"Evergy Kansas South, Inc.",C004044,"100 North Broadway, Wichita, KS 67202",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.evergy.com,100 North Broadway,,,Wichita,KS,67202
"Evergy Metro, Inc.",C001181,"1200 Main Street PO Box 418679, Kansas City, MO 64105",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.evergy.com,1200 Main Street,PO Box 418679,,Kansas City,MO,64105
"Evergy Missouri West, Inc.",C001182,"1200 Main Street PO Box 418679, Kansas City, MO 64141-9679",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.evergy.com,1200 Main Street,PO Box 418679,,Kansas City,MO,64141-9679
"Evergy, Incorporated",C010606,"PO Box 418679 1200 Main Street, Kansas City, MO 64141",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,http://www.evergyinc.com/,PO Box 418679,1200 Main Street,,Kansas City,MO,64141
Eversource Energy Service Company (as agent),C004556,"107 Selden Street, Berlin, CT 06037",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.transmission-nu.com,107 Selden Street,,,Berlin,CT,06037
"EWO Marketing, LLC",C000862,"20 Greenway Plaza Suite 500, Houston, TX 77046",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.entergy.com,20 Greenway Plaza,Suite 500,,Houston,TX,77046
"Exelon Business Services Company, LLC",C011456,"10 So. Dearborn St, Chicago, IL 60603",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.exeloncorp.com,10 So. Dearborn St,,,Chicago,IL,60603
"Farmington Solar, LLC",C010926,"700 Universe Blvd., Juno Beach, FL 33408",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.nexteraenergyresources.com,700 Universe Blvd.,,,Juno Beach,FL,33408
Fayette Power Company LLC,C002142,"Vistra Corp. 6555 Sierra Drive, Irving, TX 75039",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.vistracorp.com,Vistra Corp.,6555 Sierra Drive,,Irving,TX,75039
FirstEnergy Pennsylvania Electric Company,C012020,"76 South Main Street, Akron, OH 44308",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.firstenergycorp.com,76 South Main Street,,,Akron,OH,44308
FirstEnergy Service Company,C011466,"76 South Main Street, Akron, OH 44308",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.firstenergycorp.com,76 South Main Street,,,Akron,OH,44308
FirstLight Hydro Generating Company,C001761,"111 South Bedford Street Suite 103, Burlington, MA 01803",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.firstlightpower.com,111 South Bedford Street,Suite 103,,Burlington,MA,01803
FirstLight Power Management LLC,C001762,"111 South Bedford Street Suite 103, Burlington, MA 01803",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.firstlightpower.com,111 South Bedford Street,Suite 103,,Burlington,MA,01803
"Fish Springs Ranch Solar, LLC",C010896,"700 Universe Blvd., Juno Beach, FL 33408",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Western,www.nexteraenergyresources.com,700 Universe Blvd.,,,Juno Beach,FL,33408
Fitchburg Gas and Electric Light Company,C001221,"6 Liberty Lane West, Hampton, NH 03824",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.unitil.com,6 Liberty Lane West,,,Hampton,NH,03824
"Flambeau Solar Partners, LLC",C007683,"One Energy Plaza, Jackson, MI 49201",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.cmsenergy.com,One Energy Plaza,,,Jackson,MI,49201
"Flat Ridge 3 Wind Energy, LLC",C010755,"1 Riverside Plaza, Columbus, OH 43215",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.aep.com,1 Riverside Plaza,,,Columbus,OH,43215
"Flat Ridge 4 Wind, LLC",C011867,"One South Wacker Drive, Suite 1800, Chicago, IL 60606",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.invenergy.com,"One South Wacker Drive, Suite 1800",,,Chicago,IL,60606
Flat Ridge 5 Wind Energy LLC,C011869,"One South Wacker Drive, Suite 1800, Chicago, IL 60606",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.invenergy.com,"One South Wacker Drive, Suite 1800",,,Chicago,IL,60606
Flat Ridge Interconnection LLC,C010824,"201 Helios Way, Houston, TX 77079",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.bp.com,201 Helios Way,,,Houston,TX,77079
"Flemington Solar, LLC",C008857,"353 N. Clark Street 30th Floor, Chicago, IL 60625",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,https://www.rwe.com/en/the-group/rwe-clean-energy/,353 N. Clark Street,30th Floor,,Chicago,IL,60625
Florida Municipal Power Agency,C003749,"8553 Commodity Circle, Orlando, FL 32819",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.fmpa.com,8553 Commodity Circle,,,Orlando,FL,32819
Florida Municipal Power Pool,C011373,"6113 Pershing Ave, Orlando, FL 32822",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,https://fmpa.com/florida-municipal-power-pool-names-executive-director,6113 Pershing Ave,,,Orlando,FL,32822
Florida Power & Light Company,C001030,"700 Universe Blvd., Juno Beach, FL 33408",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.nexteraenergyresources.com,700 Universe Blvd.,,,Juno Beach,FL,33408
"Flowers Energy Consulting, LLC",C002845,"4390 W Pine Blvd, Saint Louis, MO 63108",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.flowersenergy.com,4390 W Pine Blvd,,,Saint Louis,MO,63108
Fowler Ridge II Wind Farm LLC,C001770,"Attn: Carla Holly 201 Helios Way, Houston, TX 77079",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Western,www.bp.com,Attn: Carla Holly,201 Helios Way,,Houston,TX,77079
Fowler Ridge III Wind Farm LLC,C001771,"Attn: Carla Holly 201 Helios Way, Houston, TX 77079",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Western,www.bp.com,Attn: Carla Holly,201 Helios Way,,Houston,TX,77079
Fox Squirrel Solar LLC,C011857,"15445 Innovation Drive, San Diego, CA 92128",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Western,www.edf-re.com,15445 Innovation Drive,,,San Diego,CA,92128
"FPL Energy Illinois Wind, LLC",C000665,"801 Pennsylvania Ave., N.W. Suite 220, Washington, DC 20004",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.nexteraenergyresources.com,"801 Pennsylvania Ave., N.W.",Suite 220,,Washington,DC,20004
FPL Energy Wyman IV LLC,C000681,"801 Pennsylvania Ave., N.W. Suite 220, Washington, DC 20004",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.nexteraenergyresources.com,"801 Pennsylvania Ave., N.W.",Suite 220,,Washington,DC,20004
FPL Energy Wyman LLC,C000680,"801 Pennsylvania Ave., N.W. Suite 220, Washington, DC 20004",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.nexteraenergyresources.com,"801 Pennsylvania Ave., N.W.",Suite 220,,Washington,DC,20004
"Franklin County Wind, LLC",C003104,"4902 N. Biltmore Lane, Madison, WI 53718-2148",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.alliantenergy.com,4902 N. Biltmore Lane,,,Madison,WI,53718-2148
Fred Coleman,C001695,"2600 Webster Lane, Dillon, MT 59725",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Western,www.colemanconst.com,2600 Webster Lane,,,Dillon,MT,59725
"Frenchtown I Solar, LLC",C008790,"353 N. Clark Street 30th Floor, Chicago, IL 60625",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,https://www.rwe.com/en/the-group/rwe-clean-energy/,353 N. Clark Street,30th Floor,,Chicago,IL,60625
"Frenchtown II Solar, LLC",C008791,"353 N. Clark Street 30th Floor, Chicago, IL 60625",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,https://www.rwe.com/en/the-group/rwe-clean-energy/,353 N. Clark Street,30th Floor,,Chicago,IL,60625
"Frenchtown III Solar, LLC",C008856,"353 N. Clark Street 30th Floor, Chicago, IL 60625",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,https://www.rwe.com/en/the-group/rwe-clean-energy/,353 N. Clark Street,30th Floor,,Chicago,IL,60625
Frontier Utilities Northeast LLC,C003185,"700 Universe Blvd. Suite 1100, Juno Beach, FL 33408",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.nexteraenergyresources.com,700 Universe Blvd.,Suite 1100,,Juno Beach,FL,33408
"FRP Columbia County Solar, LLC",C012287,"700 Universe Blvd., Juno Beach, FL 33408",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.nexteraenergyresources.com,700 Universe Blvd.,,,Juno Beach,FL,33408
"FRP Gadsden County Solar, LLC",C012288,"700 Universe Blvd., Juno Beach, FL 33408",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.nexteraenergyresources.com,700 Universe Blvd.,,,Juno Beach,FL,33408
"FRP Gilchrist County Solar, LLC",C012286,"700 Universe Blvd., Juno Beach, FL 33408",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.nexteraenergyresources.com,700 Universe Blvd.,,,Juno Beach,FL,33408
"FRP Tupelo Solar, LLC",C012227,"700 Universe Blvd., Juno Beach, FL 33408",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.nexteraenergyresources.com,700 Universe Blvd.,,,Juno Beach,FL,33408
Gainesville Regional Utilities,C011518,"4747 N Main Street EOC8-B, Gainesville, FL 32609",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.gru.com,4747 N Main Street,EOC8-B,,Gainesville,FL,32609
"Gans Energy, LLC",C007573,"1700 Broadway, 35thFloor, New York, NY 10019",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.lspower.com,"1700 Broadway, 35thFloor",,,New York,NY,10019
Garrison Energy Center LLC,C004694,"Starwood Energy Global Group, LLC 5 Greenwich Office Park - 2nd Floor, Greenwich, CT 06831",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.starwoodenergygroup.com,"Starwood Energy Global Group, LLC",5 Greenwich Office Park - 2nd Floor,,Greenwich,CT,06831
Gauley River Power Partners LLC,C010570,"4747 BETHESDA AVE Suite 1220, Bethesda, MD 20814",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.hullstreetenergy.com,4747 BETHESDA AVE,Suite 1220,,Bethesda,MD,20814
"Gavin Power, LLC",C005472,"c/o Intertrust Corporate Services Delaware Ltd. 200 Bellevue Parkway, Suite 210, Wilmington, DE 19809",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.blackstone.com,c/o Intertrust Corporate Services Delaware Ltd.,"200 Bellevue Parkway, Suite 210",,Wilmington,DE,19809
